,_unit_id,_golden,_unit_state,_trusted_judgments,verify_relationship,verify_relationship:confidence,chemical_id,chemical_name,disease_id,disease_name,form_sentence,pmid,relation_pair_id,uniq_id
1142,1142,0,0,5,1,0.8067,508,393,699,864,365,8398274,3529,5257
1143,1143,0,0,5,1,0.8187,508,1166,699,864,4382,8398274,3529,5259
1144,1144,0,0,5,1,0.5934,508,1166,699,864,4947,8398274,3529,5260
1145,1145,0,0,5,0,0.5923,508,1166,493,1361,2009,8398274,3528,5261
1146,1146,0,0,5,1,0.825,880,374,147,640,348,8412049,3535,5262
1147,1147,0,0,5,1,1.0,880,374,119,560,349,8412049,3534,5263
1148,1148,0,0,5,1,0.8173,740,1357,147,640,3940,8412049,3532,5264
1149,1149,0,0,5,1,1.0,740,1357,119,632,3941,8412049,3531,5265
1150,1150,0,0,5,1,0.8081,740,1357,687,634,2409,8412049,3533,5266
1151,1151,0,0,5,1,0.8065,754,1386,643,444,2863,8417733,3536,5267
1152,1152,0,0,5,1,0.8123,790,1460,643,444,2867,8417733,3537,5268
1153,1153,0,0,5,1,1.0,754,1386,643,444,3631,8417733,3536,5271
1154,1154,0,0,5,1,1.0,790,1460,643,444,3632,8417733,3537,5272
1155,1155,0,0,5,1,1.0,754,1386,643,444,5565,8417733,3536,5273
1156,1156,0,0,5,1,1.0,790,1460,643,444,5566,8417733,3537,5274
1157,1157,0,0,5,1,1.0,754,1386,643,444,5388,8417733,3536,5275
1158,1158,0,0,5,1,1.0,790,1460,643,444,5389,8417733,3537,5276
1159,1159,0,0,5,1,1.0,424,749,440,1239,1664,8451095,3539,5277
1160,1160,0,0,5,1,1.0,422,746,440,1239,5526,8451095,3538,5278
1161,1161,0,0,5,1,0.8063,422,746,440,1239,2011,8451095,3538,5279
1162,1162,0,0,5,1,1.0,424,750,440,1239,4052,8451095,3539,5280
1163,1163,0,0,5,0,0.6051,31,31,188,101,569,8453599,3542,5282
1164,1164,0,0,5,1,1.0,393,703,662,24,542,8453599,3544,5283
1165,1165,0,0,5,1,1.0,31,32,477,1696,1271,8453599,3543,5284
1166,1166,0,0,5,1,1.0,31,29,477,1696,3192,8453599,3543,5285
1167,1167,0,0,5,1,0.5804,31,29,140,1233,3193,8453599,3541,5286
1168,1168,0,0,5,1,1.0,31,29,65,734,3191,8453599,3540,5287
1169,1169,0,0,5,1,1.0,31,29,188,735,3194,8453599,3542,5288
1170,1170,0,0,5,1,1.0,938,239,387,1115,228,8474940,3548,5289
1171,1171,0,0,5,1,0.8129,938,923,387,1117,3732,8474940,3548,5290
1172,1172,0,0,5,1,1.0,938,923,42,1395,3733,8474940,3547,5291
1173,1173,0,0,5,0,0.5857,344,608,42,1395,3735,8474940,3545,5293
1174,1174,0,0,5,1,0.809,344,608,387,1117,3734,8474940,3546,5294
1175,1175,0,0,5,1,1.0,367,648,95,526,4834,8489792,3549,5295
1176,1176,0,0,5,1,0.6021,367,648,279,900,4835,8489792,3550,5296
1177,1177,0,0,5,1,1.0,464,821,258,866,5260,8495764,3555,5297
1178,1178,0,0,5,1,1.0,391,701,258,866,5261,8495764,3553,5298
1179,1179,0,0,5,1,1.0,464,821,258,866,5052,8495764,3555,5299
1180,1180,0,0,5,1,1.0,391,701,258,866,5051,8495764,3553,5300
1181,1181,0,0,5,1,0.8078,391,701,388,228,628,8495764,3554,5301
1182,1182,0,0,5,1,1.0,464,821,258,866,2687,8495764,3555,5302
1183,1183,0,0,5,1,1.0,391,701,258,866,2686,8495764,3553,5304
1184,1184,0,0,5,1,1.0,464,821,388,228,629,8495764,3556,5305
1185,1185,0,0,5,1,0.7945,464,821,258,866,5259,8495764,3555,5306
1186,1186,0,0,5,1,1.0,391,701,258,866,5258,8495764,3553,5307
1187,1187,0,0,5,1,1.0,584,1029,178,696,1027,8506886,3558,5308
1188,1188,0,0,5,0,0.8066,449,793,178,696,1056,8506886,3557,5309
1189,1189,0,0,5,0,0.5858,449,793,178,696,2234,8506886,3557,5310
1190,1190,0,0,5,1,1.0,584,1029,178,696,2235,8506886,3558,5311
1191,1191,0,0,5,1,1.0,768,1421,151,1174,5179,8517412,3559,5312
1192,1192,0,0,5,1,1.0,768,1421,367,1759,5178,8517412,3560,5313
1193,1193,0,0,5,1,1.0,768,1421,465,1301,5177,8517412,3561,5315
1194,1194,0,0,5,1,1.0,510,893,297,941,1798,8517654,3562,5316
1195,1195,0,0,5,1,1.0,510,893,297,941,4077,8517654,3562,5317
1196,1196,0,0,5,1,1.0,693,1239,199,763,5056,8566979,3564,5318
1197,1197,0,0,5,1,1.0,661,1185,418,716,5609,8580630,3566,5319
1198,1198,0,0,5,1,1.0,661,1185,150,639,2450,8580630,3565,5320
1199,1199,0,0,5,1,1.0,322,354,56,1681,1516,8585668,3571,5321
1200,1200,0,0,5,1,1.0,615,1098,56,1681,1518,8585668,3574,5322
1201,1201,0,0,5,1,0.591,319,572,56,1681,1519,8585668,3567,5323
1202,1202,0,0,5,0,1.0,319,81,528,1447,41,8585668,3569,5324
1203,1203,0,0,5,0,1.0,319,81,447,1251,42,8585668,3568,5326
1204,1204,0,0,5,0,1.0,319,81,702,997,43,8585668,3570,5327
1205,1205,0,0,5,1,1.0,322,360,447,1251,5017,8585668,3572,5328
1206,1206,0,0,5,1,1.0,615,1098,447,1251,5016,8585668,3575,5329
1207,1207,0,0,5,1,1.0,319,572,447,1251,5018,8585668,3568,5330
1208,1208,0,0,5,0,0.5873,322,359,56,1681,2905,8585668,3571,5331
1209,1209,0,0,5,0,1.0,615,1098,56,1681,2904,8585668,3574,5332
1210,1210,0,0,5,0,1.0,319,572,56,1681,2902,8585668,3567,5333
1211,1211,0,0,5,0,0.7851,615,1098,702,997,2906,8585668,3576,5334
1212,1212,0,0,5,0,0.8224,322,359,702,997,2907,8585668,3573,5335
1213,1213,0,0,5,0,1.0,319,572,702,997,2903,8585668,3570,5337
1214,1214,0,0,5,1,1.0,855,1113,477,426,3510,8614004,3583,5338
1215,1215,0,0,5,1,1.0,681,1222,477,1696,5496,8614004,3582,5339
1216,1216,0,0,5,1,1.0,630,361,477,1696,5494,8614004,3581,5340
1217,1217,0,0,5,1,1.0,855,1113,477,1696,5498,8614004,3583,5341
1218,1218,0,0,5,1,1.0,629,1141,477,1696,5495,8614004,3580,5342
1219,1219,0,0,5,1,0.7989,5,1289,477,1696,5497,8614004,3579,5343
1220,1220,0,0,5,1,0.5682,552,980,324,961,4479,8615834,3584,5344
1221,1221,0,0,5,1,1.0,760,1397,477,623,1191,8636753,3586,5345
1222,1222,0,0,5,1,1.0,868,1444,477,623,1192,8636753,3588,5346
1223,1223,0,0,5,1,1.0,760,1397,477,623,1966,8636753,3586,5348
1224,1224,0,0,5,1,1.0,868,1444,477,623,1967,8636753,3588,5349
1225,1225,0,0,5,1,1.0,868,1444,208,70,4679,8636753,3587,5350
1226,1226,0,0,5,1,1.0,352,620,852,652,1720,8645855,3590,5351
1227,1227,0,0,5,1,1.0,836,915,852,652,1721,8645855,3591,5352
1228,1228,0,0,5,1,1.0,859,1002,330,1002,5484,8686350,3595,5353
1229,1229,0,0,5,0,0.5789,859,1002,330,1002,19,8686350,3595,5354
1230,1230,0,0,5,1,0.8048,859,1002,281,729,20,8686350,3594,5355
1231,1231,0,0,5,1,1.0,555,259,281,729,4939,8686350,3593,5356
1232,1232,0,0,5,1,0.8082,579,1022,503,1652,2731,8697554,3597,5357
1233,1233,0,0,5,1,1.0,625,1118,503,1652,2732,8697554,3599,5359
1234,1234,0,0,5,1,1.0,579,283,503,1403,273,8697554,3597,5360
1235,1235,0,0,5,0,1.0,625,1118,90,522,1158,8697554,3598,5361
1236,1236,0,0,5,0,0.5764,579,1022,90,522,1157,8697554,3596,5362
1237,1237,0,0,5,1,1.0,579,1022,503,646,5461,8697554,3597,5363
1238,1238,0,0,5,1,1.0,625,1118,503,646,5462,8697554,3599,5364
1239,1239,0,0,5,1,1.0,579,1022,503,1652,786,8697554,3597,5365
1240,1240,0,0,5,0,0.616,625,1118,90,522,787,8697554,3598,5366
1241,1241,0,0,5,1,1.0,625,1118,503,1652,788,8697554,3599,5367
1242,1242,0,0,5,1,0.7963,579,1022,90,522,785,8697554,3596,5368
1243,1243,0,0,5,1,1.0,625,1118,503,1403,4057,8697554,3599,5370
1244,1244,0,0,5,1,1.0,700,282,503,323,649,8697554,3600,5371
1245,1245,0,0,5,1,1.0,625,1118,503,323,650,8697554,3599,5372
1246,1246,0,0,5,1,1.0,672,429,611,1661,397,8699848,3602,5373
1247,1247,0,0,5,1,1.0,672,1212,474,1318,2648,8699848,3601,5374
1248,1248,0,0,5,1,1.0,122,300,768,1347,282,8739847,3604,5375
1249,1249,0,0,5,1,0.7879,493,859,768,1347,2487,8739847,3605,5376
1250,1250,0,0,5,1,1.0,888,963,768,272,3828,8739847,3606,5377
1251,1251,0,0,5,1,1.0,122,1036,768,272,4138,8739847,3604,5378
1252,1252,0,0,5,1,0.7997,759,1395,86,42,1110,8761343,3607,5379
1253,1253,0,0,5,1,0.8087,759,1395,86,5,2342,8761343,3607,5382
1254,1254,0,0,5,1,1.0,814,1506,86,5,2324,8761343,3608,5383
1255,1255,0,0,5,0,1.0,495,585,872,457,4356,8787689,3616,5384
1256,1256,0,0,5,0,1.0,495,58,872,670,46,8787689,3616,5385
1257,1257,0,0,5,0,0.5907,495,57,872,670,1034,8787689,3616,5386
1258,1258,0,0,5,0,0.6124,495,57,303,1260,1818,8787689,3614,5387
1259,1259,0,0,5,0,0.8068,495,57,872,1679,4703,8787689,3616,5388
1260,1260,0,0,5,1,0.7839,495,57,646,668,4704,8787689,3615,5389
1261,1261,0,0,5,0,1.0,737,38,725,770,2813,8789380,3619,5390
1262,1262,0,0,5,1,0.8188,580,284,725,770,275,8789380,3617,5391
1263,1263,0,0,5,0,0.7944,737,38,725,770,2815,8789380,3619,5393
1264,1264,0,0,5,1,0.6231,580,284,725,770,278,8789380,3617,5394
1265,1265,0,0,5,0,1.0,737,38,725,770,2492,8789380,3619,5395
1266,1266,0,0,5,1,1.0,580,1023,725,770,2491,8789380,3617,5396
1267,1267,0,0,5,0,0.7972,737,38,725,770,2814,8789380,3619,5397
1268,1268,0,0,5,1,0.4106,580,284,725,770,277,8789380,3617,5398
1269,1269,0,0,5,0,1.0,887,1390,725,770,2493,8789380,3620,5399
1270,1270,0,0,5,1,1.0,737,38,725,770,2496,8789380,3619,5400
1271,1271,0,0,5,1,1.0,613,1095,725,770,2495,8789380,3618,5401
1272,1272,0,0,5,1,1.0,580,1023,725,770,2494,8789380,3617,5402
1273,1273,0,0,5,1,1.0,565,990,879,512,1901,8792380,3624,5404
1274,1274,0,0,5,1,0.8026,486,851,879,512,1900,8792380,3622,5405
1275,1275,0,0,5,0,1.0,565,990,171,82,2377,8792380,3623,5406
1276,1276,0,0,5,0,1.0,486,851,171,82,2376,8792380,3621,5407
1277,1277,0,0,5,1,1.0,560,801,377,1082,4913,8796342,3627,5408
1278,1278,0,0,5,1,1.0,560,801,307,969,4910,8796342,3626,5409
1279,1279,0,0,5,1,1.0,762,1416,307,969,4911,8796342,3630,5410
1280,1280,0,0,5,1,1.0,587,254,377,1082,4912,8796342,3629,5411
1281,1281,0,0,5,1,1.0,587,254,307,969,4909,8796342,3628,5412
1282,1282,0,0,5,1,1.0,762,1416,377,1082,4914,8796342,3631,5413
1283,1283,0,0,5,1,1.0,445,786,370,1070,2140,8796342,3625,5415
1284,1284,0,0,5,1,1.0,902,1170,1,1377,2186,8835396,3632,5416
1285,1285,0,0,5,1,1.0,764,1418,387,1115,4378,8852981,3634,5417
1286,1286,0,0,5,1,1.0,938,923,387,1115,4380,8852981,3635,5418
1287,1287,0,0,5,1,1.0,441,780,387,1115,4379,8852981,3633,5419
1288,1288,0,0,5,1,1.0,503,567,477,749,3143,8853403,3636,5420
1289,1289,0,0,5,1,1.0,503,567,477,749,1606,8853403,3636,5421
1290,1290,0,0,5,1,1.0,847,1087,119,560,5060,8856797,3637,5422
1291,1291,0,0,5,1,0.8035,614,1096,99,531,734,8882052,3644,5423
1292,1292,0,0,5,1,1.0,465,822,99,531,736,8882052,3640,5424
1293,1293,0,0,5,1,1.0,563,988,99,531,735,8882052,3642,5426
1294,1294,0,0,5,1,1.0,563,988,635,1731,731,8882052,3643,5427
1295,1295,0,0,5,1,1.0,614,1096,635,1731,730,8882052,3645,5428
1296,1296,0,0,5,1,0.7857,465,822,635,1731,732,8882052,3641,5429
1297,1297,0,0,5,1,1.0,371,656,99,531,737,8882052,3638,5430
1298,1298,0,0,5,1,0.7941,371,656,635,1731,733,8882052,3639,5431
1299,1299,0,0,5,1,1.0,541,965,5,967,1426,8898974,3654,5432
1300,1300,0,0,5,1,1.0,692,1238,477,1696,3100,8898974,3659,5433
1301,1301,0,0,5,1,1.0,541,965,477,1696,3099,8898974,3658,5434
1302,1302,0,0,5,1,1.0,438,775,306,964,2514,8898974,3652,5435
1303,1303,0,0,5,1,1.0,386,686,306,964,2516,8898974,3650,5437
1304,1304,0,0,5,1,1.0,524,42,306,964,2518,8898974,3653,5438
1305,1305,0,0,5,1,0.8022,845,731,306,964,2515,8898974,3660,5439
1306,1306,0,0,5,1,1.0,541,965,306,964,2517,8898974,3657,5440
1307,1307,0,0,5,1,1.0,541,965,477,1696,4411,8898974,3658,5441
1308,1308,0,0,5,1,1.0,541,965,27,784,2171,8898974,3655,5442
1309,1309,0,0,5,1,1.0,386,686,27,784,2172,8898974,3649,5443
1310,1310,0,0,5,1,0.8135,438,775,27,784,2168,8898974,3651,5444
1311,1311,0,0,5,1,1.0,541,965,158,657,4695,8898974,3656,5445
1312,1312,0,0,5,1,1.0,116,304,201,767,288,8911706,3662,5446
1313,1313,0,0,5,1,1.0,116,304,305,1569,287,8911706,3663,5448
1314,1314,0,0,5,1,0.8239,164,1344,571,1564,843,8935813,3665,5449
1315,1315,0,0,5,1,1.0,164,1344,571,1565,4742,8935813,3665,5450
1316,1316,0,0,5,1,1.0,164,1344,130,130,591,8935813,3664,5451
1317,1317,0,0,5,1,1.0,325,581,57,1738,3473,8940747,3666,5452
1318,1318,0,0,5,1,1.0,325,581,103,1089,3475,8940747,3667,5453
1319,1319,0,0,5,1,1.0,325,581,131,1494,3474,8940747,3668,5454
1320,1320,0,0,5,1,1.0,325,581,395,1155,3476,8940747,3670,5455
1321,1321,0,0,5,1,1.0,325,581,389,1123,3477,8940747,3669,5456
1322,1322,0,0,5,1,1.0,888,251,477,644,238,8942537,3672,5457
1323,1323,0,0,5,1,1.0,888,964,477,1703,4787,8942537,3672,5459
1324,1324,0,0,5,1,0.6202,888,964,153,642,890,8942537,3671,5460
1325,1325,0,0,5,1,1.0,888,964,477,1696,747,8942537,3672,5461
1326,1326,0,0,5,1,0.5787,888,964,761,809,2645,8942537,3673,5462
1327,1327,0,0,5,0,0.8076,888,964,477,1696,2646,8942537,3672,5463
1328,1328,0,0,5,1,1.0,888,964,477,1696,1609,8942537,3672,5464
1329,1329,0,0,5,1,1.0,888,964,477,1708,801,8942537,3672,5465
1330,1330,0,0,5,1,1.0,888,964,477,1696,5639,8942537,3672,5466
1331,1331,0,0,5,1,1.0,404,718,427,1348,3823,8996518,3686,5467
1332,1332,0,0,5,1,1.0,126,1008,418,658,3981,8996518,3677,5468
1333,1333,0,0,5,1,1.0,404,718,418,658,3822,8996518,3685,5470
1334,1334,0,0,5,1,1.0,126,1008,427,1348,3982,8996518,3678,5471
1335,1335,0,0,5,1,1.0,393,703,297,942,5159,8996518,3681,5472
1336,1336,0,0,5,1,1.0,459,810,297,942,5160,8996518,3688,5473
1337,1337,0,0,5,1,1.0,707,1266,561,1550,5173,8996518,3701,5474
1338,1338,0,0,5,1,1.0,599,1078,561,1550,5174,8996518,3696,5475
1339,1339,0,0,5,1,0.8136,707,1266,477,427,698,8996518,3700,5476
1340,1340,0,0,5,1,1.0,599,1078,477,427,699,8996518,3695,5477
1341,1341,0,0,5,1,1.0,393,703,435,1234,5163,8996518,3682,5478
1342,1342,0,0,5,1,1.0,393,703,261,877,5167,8996518,3680,5479
1343,1343,0,0,5,1,1.0,599,1078,261,877,5170,8996518,3692,5481
1344,1344,0,0,5,1,1.0,459,810,561,1550,5172,8996518,3691,5482
1345,1345,0,0,5,1,1.0,393,703,477,427,696,8996518,3683,5483
1346,1346,0,0,5,1,1.0,707,1266,297,942,5161,8996518,3698,5484
1347,1347,0,0,5,1,1.0,599,1078,297,942,5162,8996518,3693,5485
1348,1348,0,0,5,1,1.0,707,1266,435,1234,5165,8996518,3699,5486
1349,1349,0,0,5,1,1.0,393,703,561,1550,5171,8996518,3684,5487
1350,1350,0,0,5,1,1.0,707,1266,261,877,5169,8996518,3697,5488
1351,1351,0,0,5,1,1.0,459,810,435,1234,5164,8996518,3689,5489
1352,1352,0,0,5,1,1.0,599,1078,435,1234,5166,8996518,3694,5490
1353,1353,0,0,5,1,1.0,459,810,477,427,697,8996518,3690,5493
1354,1354,0,0,5,1,1.0,459,810,261,877,5168,8996518,3687,5494
1355,1355,0,0,5,1,1.0,459,810,477,1696,1392,8996518,3690,5495
1356,1356,0,0,5,1,1.0,393,703,477,1696,1391,8996518,3683,5496
1357,1357,0,0,5,1,1.0,126,142,477,1696,131,8996518,3679,5497
1358,1358,0,0,5,1,1.0,707,1266,477,1696,1393,8996518,3700,5498
1359,1359,0,0,5,1,1.0,769,1423,221,1104,2952,8996853,3703,5499
1360,1360,0,0,5,1,1.0,769,1423,119,560,2921,8996853,3702,5500
1361,1361,0,0,5,1,0.5984,370,652,670,753,1764,9009112,3704,5501
1362,1362,0,0,5,1,1.0,370,105,670,753,96,9009112,3704,5502
1363,1363,0,0,5,1,0.6081,813,1500,597,1464,3352,9075465,3710,5504
1364,1364,0,0,5,1,0.591,652,1159,105,538,5443,9075465,3707,5505
1365,1365,0,0,5,0,0.5908,813,1500,597,1465,5444,9075465,3710,5506
1366,1366,0,0,5,1,0.5893,652,1159,597,1465,5445,9075465,3708,5507
1367,1367,0,0,5,0,1.0,813,1500,105,538,5442,9075465,3709,5508
1368,1368,0,0,5,1,1.0,813,1500,597,320,5627,9075465,3710,5509
1369,1369,0,0,5,1,0.6319,813,562,597,320,535,9075465,3710,5510
1370,1370,0,0,5,0,1.0,813,562,105,538,534,9075465,3709,5511
1371,1371,0,0,5,1,1.0,813,1500,597,320,4523,9075465,3710,5512
1372,1372,0,0,5,1,1.0,813,1500,597,320,2936,9075465,3710,5513
1373,1373,0,0,5,1,0.8077,813,1500,597,320,4621,9075465,3710,5515
1374,1374,0,0,5,1,0.8198,652,1159,597,320,4620,9075465,3708,5516
1375,1375,0,0,5,1,1.0,425,752,629,1716,2237,9136240,3715,5517
1376,1376,0,0,5,1,1.0,350,618,629,1716,2238,9136240,3714,5518
1377,1377,0,0,5,1,0.6092,835,791,629,1717,4547,9136240,3716,5519
1378,1378,0,0,5,1,1.0,802,1480,363,1054,3121,9147707,3719,5520
1379,1379,0,0,5,1,1.0,127,1447,363,1054,3122,9147707,3717,5521
1380,1380,0,0,5,1,1.0,399,711,363,1054,5252,9147707,3718,5522
1381,1381,0,0,5,1,0.5907,389,695,76,482,5135,9151080,3720,5523
1382,1382,0,0,5,1,1.0,672,429,431,1220,394,9160101,3723,5524
1383,1383,0,0,5,1,0.7852,672,1211,872,1679,3831,9160101,3725,5526
1384,1384,0,0,5,1,1.0,672,1211,579,871,3833,9160101,3724,5527
1385,1385,0,0,5,1,1.0,672,1211,239,836,3832,9160101,3722,5528
1386,1386,0,0,5,1,0.4218,926,576,111,1339,4164,9165488,3727,5529
1387,1387,0,0,5,1,0.7961,414,730,111,1339,4165,9165488,3726,5530
1388,1388,0,0,5,1,1.0,892,1314,571,1564,1674,9167507,3730,5531
1389,1389,0,0,5,1,1.0,548,975,571,1565,5269,9167507,3729,5532
1390,1390,0,0,5,1,1.0,892,1314,571,1565,5268,9167507,3730,5533
1391,1391,0,0,5,1,0.8032,380,673,80,1501,4459,9167507,3728,5534
1392,1392,0,0,5,1,1.0,738,1351,469,1313,5483,9183752,3731,5535
1393,1393,0,0,5,1,1.0,738,1351,469,1313,742,9183752,3731,5537
1394,1394,0,0,5,1,1.0,356,626,315,975,1787,9220306,3733,5538
1395,1395,0,0,5,1,1.0,356,626,315,975,4763,9220306,3733,5539
1396,1396,0,0,5,1,1.0,918,1062,315,975,4764,9220306,3734,5540
1397,1397,0,0,5,1,1.0,861,1256,351,1037,2988,9226599,3737,5541
1398,1398,0,0,5,1,1.0,593,1063,351,1037,2989,9226599,3736,5542
1399,1399,0,0,5,1,1.0,432,758,351,1037,2987,9226599,3735,5543
1400,1400,0,0,5,1,1.0,885,279,451,1387,269,9240009,3739,5544
1401,1401,0,0,5,1,1.0,885,279,477,1425,270,9240009,3740,5545
1402,1402,0,0,5,1,1.0,885,1018,451,1387,3932,9240009,3739,5546
1403,1403,0,0,5,1,1.0,885,1018,451,1387,1976,9240009,3739,5548
1404,1404,0,0,5,1,1.0,885,1018,690,1222,1975,9240009,3741,5549
1405,1405,0,0,5,1,1.0,520,1280,543,1492,5692,9242514,3743,5550
1406,1406,0,0,5,1,0.5988,520,1280,163,1615,5691,9242514,3742,5551
1407,1407,0,0,5,0,1.0,722,1287,799,972,3564,9270425,3745,5552
1408,1408,0,0,5,0,1.0,732,1334,799,972,3565,9270425,3746,5553
1409,1409,0,0,5,0,1.0,506,885,799,972,3566,9270425,3744,5554
1410,1410,0,0,5,1,1.0,493,859,571,1564,3567,9278187,3748,5555
1411,1411,0,0,5,0,0.8022,493,859,571,1564,1962,9278187,3748,5556
1412,1412,0,0,5,1,0.6062,493,859,857,1783,1963,9278187,3749,5557
1413,1413,0,0,5,1,0.5915,493,859,571,1565,1451,9278187,3748,5559
1414,1414,0,0,5,1,0.8075,447,790,571,1564,4123,9278187,3747,5560
1415,1415,0,0,5,1,0.8209,447,790,571,1564,2030,9278187,3747,5561
1416,1416,0,0,5,1,1.0,493,859,571,1564,4269,9278187,3748,5562
1417,1417,0,0,5,1,1.0,447,790,571,1564,4268,9278187,3747,5563
1418,1418,0,0,5,1,1.0,625,1118,105,538,4532,9338905,3750,5564
1419,1419,0,0,5,1,1.0,625,1118,503,1403,4531,9338905,3752,5565
1420,1420,0,0,5,1,1.0,625,1118,227,811,4533,9338905,3751,5566
1421,1421,0,0,5,1,1.0,402,715,69,451,2690,9348055,3753,5567
1422,1422,0,0,5,0,1.0,922,896,69,451,2689,9348055,3754,5568
1423,1423,0,0,5,1,0.5816,922,896,872,1679,780,9348055,3755,5570
1424,1424,0,0,5,1,1.0,455,804,465,1301,1371,9356086,3756,5571
1425,1425,0,0,5,0,0.5896,839,1274,706,1303,4805,9356086,3757,5572
1426,1426,0,0,5,1,1.0,542,966,283,705,857,9369106,3758,5573
1427,1427,0,0,5,1,1.0,542,966,283,705,2861,9369106,3758,5574
1428,1428,0,0,5,1,0.7917,864,1074,474,1318,1771,9373794,3759,5575
1429,1429,0,0,5,1,0.8324,864,1074,477,1696,1770,9373794,3760,5576
1430,1430,0,0,5,1,1.0,864,1074,490,1344,1772,9373794,3761,5577
1431,1431,0,0,5,1,1.0,864,1075,474,1318,3928,9373794,3759,5578
1432,1432,0,0,5,1,1.0,864,1075,477,1696,3927,9373794,3760,5579
1433,1433,0,0,5,1,0.8087,864,1075,490,1344,3929,9373794,3761,5581
1434,1434,0,0,5,1,1.0,531,944,72,16,1838,9378811,3762,5582
1435,1435,0,0,5,1,1.0,531,944,72,16,5085,9378811,3762,5583
1436,1436,0,0,5,1,1.0,531,944,72,16,3656,9378811,3762,5584
1437,1437,0,0,5,1,1.0,531,944,393,1142,3997,9378811,3763,5585
1438,1438,0,0,5,1,1.0,531,944,72,16,3996,9378811,3762,5586
1439,1439,0,0,5,1,0.6201,529,937,477,1696,1608,9385388,3764,5587
1440,1440,0,0,5,1,0.6076,568,273,817,1529,259,9387112,3766,5588
1441,1441,0,0,5,0,0.8122,568,999,398,944,5440,9387112,3765,5589
1442,1442,0,0,5,1,0.7904,568,999,398,944,2397,9387112,3765,5590
1443,1443,0,0,5,1,1.0,390,699,375,1079,3034,9389843,3767,5592
1444,1444,0,0,5,1,1.0,779,1445,375,1079,3035,9389843,3768,5593
1445,1445,0,0,5,1,0.6173,849,231,307,1568,4827,9457703,3769,5594
1446,1446,0,0,5,1,0.8066,799,1474,387,1115,2457,9461358,3772,5595
1447,1447,0,0,5,1,1.0,342,603,490,1344,1934,9461358,3770,5596
1448,1448,0,0,5,1,0.8197,421,745,490,1344,1935,9461358,3771,5597
1449,1449,0,0,5,1,0.805,342,603,490,1344,3570,9461358,3770,5598
1450,1450,0,0,5,1,1.0,870,1405,490,1344,3571,9461358,3773,5599
1451,1451,0,0,5,1,0.8108,421,745,490,1344,3569,9461358,3771,5600
1452,1452,0,0,5,0,0.8139,336,588,653,1576,1213,9462563,3774,5601
1453,1453,0,0,5,1,1.0,455,804,713,529,1009,9462563,3775,5604
1454,1454,0,0,5,1,1.0,513,897,837,1682,4076,9477050,3777,5605
1455,1455,0,0,5,1,1.0,839,1274,837,1682,4063,9477050,3781,5606
1456,1456,0,0,5,1,1.0,839,1274,592,562,5641,9477050,3780,5607
1457,1457,0,0,5,1,1.0,772,1430,592,562,5640,9477050,3779,5608
1458,1458,0,0,5,1,0.6129,557,983,592,562,5643,9477050,3778,5609
1459,1459,0,0,5,1,1.0,513,897,592,562,5642,9477050,3776,5610
1460,1460,0,0,5,0,1.0,29,1066,285,905,3527,9482768,3782,5611
1461,1461,0,0,5,1,0.5922,753,1383,285,905,3526,9482768,3783,5612
1462,1462,0,0,5,1,1.0,749,502,459,1312,473,9484390,3786,5613
1463,1463,0,0,5,1,0.7888,434,761,459,1312,3702,9484390,3785,5615
1464,1464,0,0,5,1,1.0,434,760,124,575,812,9484390,3784,5616
1465,1465,0,0,5,1,0.6,485,357,250,791,2107,9498284,3793,5617
1466,1466,0,0,5,1,1.0,28,33,872,1679,2707,9498284,3787,5618
1467,1467,0,0,5,1,1.0,336,892,872,1679,2704,9498284,3790,5619
1468,1468,0,0,5,1,1.0,576,1015,872,1679,2705,9498284,3797,5620
1469,1469,0,0,5,0,0.5884,485,362,872,1679,2706,9498284,3795,5621
1470,1470,0,0,5,1,1.0,76,358,250,791,3844,9498284,3788,5622
1471,1471,0,0,5,1,0.8248,394,704,250,791,3843,9498284,3792,5623
1472,1472,0,0,5,1,1.0,322,354,250,791,3841,9498284,3789,5624
1473,1473,0,0,5,1,1.0,365,645,250,791,3842,9498284,3791,5626
1474,1474,0,0,5,0,0.8218,485,362,250,791,3840,9498284,3793,5627
1475,1475,0,0,5,1,1.0,541,965,250,791,3845,9498284,3796,5628
1476,1476,0,0,5,1,1.0,485,362,868,655,4669,9498284,3794,5629
1477,1477,0,0,5,1,0.8074,485,362,872,1679,4668,9498284,3795,5630
1478,1478,0,0,5,1,1.0,617,1103,423,1206,3753,9507220,3798,5631
1479,1479,0,0,5,1,1.0,617,1103,540,1488,3752,9507220,3799,5632
1480,1480,0,0,5,1,1.0,749,1376,423,1206,3708,9507220,3800,5633
1481,1481,0,0,5,1,1.0,344,608,289,1694,2455,9562231,3811,5634
1482,1482,0,0,5,1,0.7959,424,751,289,1694,2456,9562231,3812,5635
1483,1483,0,0,5,1,0.7975,344,609,289,1694,1878,9562231,3811,5637
1484,1484,0,0,5,1,0.7893,424,751,289,1694,1877,9562231,3812,5638
1485,1485,0,0,5,0,1.0,17,156,228,815,147,9601902,3814,5639
1486,1486,0,0,5,1,1.0,661,1185,503,1403,1241,9605680,3820,5640
1487,1487,0,0,5,1,1.0,505,876,503,1403,1242,9605680,3815,5641
1488,1488,0,0,5,1,1.0,652,1159,503,1403,1243,9605680,3819,5642
